"","ACTIVITY_TREATMENT_UNIT_ID","OPENING_ID","AREA","SPECIES","NUMBER_PLANTED","SEEDLOT_NUMBER","PLANTING_DATE","REGION","DISTRICT","YEAR","BGC","Zone","Subzone"
"6764",3478363,1685155,85.3,"BL",540,47715,2017-05-28,"RSK","DND",2017,"SBSmc","SBS","mc"
"6765",1738090,1038575,2.8,"BL",200,43011,2005-05-01,"RSK","DND",2005,"SBSmc","SBS","mc"
"6766",409991,36572,3.6,"BA",2790,NA,1993-09-01,"RSK","DKM",1993,"CWHws","CWH","ws"
"6767",410056,36586,15.2,"BA",5465,35561,1995-09-01,"RSK","DKM",1995,"CWHws","CWH","ws"
"6768",683652,45172,6.4,"BA",1680,47453,1999-06-01,"RSK","DKM",1999,"CWHws","CWH","ws"
"6769",2284987,44998,5.7,"BA",2020,41437,2008-10-10,"RSK","DKM",2008,"CWHws","CWH","ws"
"6770",1884112,85130,26.3,"BL",1640,44929,2006-05-25,"RCB","DQU",2006,"SBSmc","SBS","mc"
"6771",1884112,85130,26.3,"BL",1960,44929,2006-05-25,"RCB","DQU",2006,"SBSmc","SBS","mc"
"6772",3054794,83232,38.1,"BL",16200,53508,2013-07-13,"ROM","DPG",2013,"SBSvk","SBS","vk"
"6773",410867,28530,2,"BL",1800,32732,1995-05-01,"RSK","DKM",1995,"ICHmc","ICH","mc"
"6774",411070,28557,21.1,"BL",4150,32732,1996-06-01,"RSK","DKM",1996,"ICHmc","ICH","mc"
"6775",3337682,1605500,5.5,"BL",1540,47716,2015-05-16,"RSK","DSS",2015,"SBSmc","SBS","mc"
"6776",3337590,1649544,78.6,"BL",20060,47716,2015-05-19,"RSK","DSS",2015,"SBSmc","SBS","mc"
"6777",729212,16649,7.9,"BL",5455,47446,2000-05-30,"RSK","DSS",2000,"ICHmc","ICH","mc"
"6778",741105,78006,13.8,"BL",6460,47446,2000-08-15,"RSK","DSS",2000,"ICHmc","ICH","mc"
"6779",3246630,1649516,16.2,"BA",6300,39638,2013-06-29,"RSK","DSS",2013,"ICHmc","ICH","mc"
"6780",3383133,1649558,53.4,"BL",21820,43010,2016-06-02,"RSK","DSS",2016,"ESSFmc","ESSF","mc"
"6781",2397449,104379,3,"BA",810,40449,2004-05-24,"RSK","DKM",2004,"CWHvm","CWH","vm"
"6782",1881744,-582970000,51.1,"BL",1350,47710,2009-07-03,"RSK","DND",2009,"SBSdk","SBS","dk"
"6783",3644536,1723304,12.4,"BL",6606,53045,2019-06-17,"RNO","DPC",2019,"ESSFmv","ESSF","mv"
"6784",157934,-222130000,68.8,"BL",28000,43004,1998-09-02,"RSK","DKM",1998,"ICHmc","ICH","mc"
"6785",157934,-222130000,68.8,"BL",270,43004,1998-09-02,"RSK","DKM",1998,"ICHmc","ICH","mc"
"6786",211959,-227180000,2.6,"BA",810,32610,1996-06-02,"RSK","DKM",1996,"CWHws","CWH","ws"
"6787",211959,-227180000,2.6,"BA",806,32609,1996-06-02,"RSK","DKM",1996,"CWHws","CWH","ws"
"6788",942548,93808,46.8,"BA",14280,39587,2002-05-01,"RSK","DKM",2002,"CWHws","CWH","ws"
"6789",942548,93808,46.8,"BA",17430,47460,2002-05-01,"RSK","DKM",2002,"CWHws","CWH","ws"
"6790",2501334,1227551,23,"BL",13890,47714,2010-06-24,"RSK","DND",2010,"ESSFmc","ESSF","mc"
"6791",681377,45267,12,"BA",4175,43076,1999-09-01,"RSK","DKM",1999,"CWHws","CWH","ws"
"6792",-226120022,-226120000,21,"BL",0,NA,1991-06-01,"RSK","DKM",1991,"ICHvc","ICH","vc"
"6793",768942,57487,39.5,"BL",29820,43002,2000-09-03,"RSK","DKM",2000,"ICHvc","ICH","vc"
"6794",412805,56205,5.3,"BA",3170,43077,1998-05-01,"RSK","DKM",1998,"CWHvm","CWH","vm"
"6795",3417265,1385570,6.8,"BA",5985,35563,2012-07-02,"RSK","DKM",2012,"CWHws","CWH","ws"
"6796",465775,-473110000,29.6,"BL",2700,43251,2000-07-28,"RCB","DQU",2000,"ESSFwk","ESSF","wk"
"6797",1609107,63602,2.3,"BL",925,43010,2003-06-08,"RSK","DND",2003,"ESSFmc","ESSF","mc"
"6798",409470,36466,13.5,"BA",2420,NA,1993-06-01,"RSK","DKM",1993,"CWHws","CWH","ws"
"6799",409404,36451,35,"BA",9720,34990,1995-06-01,"RSK","DKM",1995,"CWHws","CWH","ws"
"6800",2562530,1263091,9.6,"BL",2580,40023,2010-06-13,"RSK","DKM",2010,"ICHmc","ICH","mc"
"6801",411274,28586,23.9,"BL",22240,32732,1996-06-01,"RSK","DKM",1996,"ICHvc","ICH","vc"
"6802",401619,34756,6.5,"BL",6460,32367,1998-05-01,"RSK","DSS",1998,"ESSFwv","ESSF","wv"
"6803",401616,34756,17,"BL",5800,32999,1994-06-01,"RSK","DSS",1994,"ESSFwv","ESSF","wv"
"6804",2852409,1423030,7,"BL",105,47714,2012-06-29,"RSK","DSS",2012,"SBSmc","SBS","mc"
"6805",2852409,1423030,7,"BL",2000,47714,2012-06-29,"RSK","DSS",2012,"SBSmc","SBS","mc"
"6806",3335760,1604889,0.2,"BL",61,47716,2015-05-12,"RSK","DSS",2015,"SBSmc","SBS","mc"
"6807",3383121,1649802,77.1,"BL",25910,43010,2016-05-31,"RSK","DSS",2016,"ESSFmc","ESSF","mc"
"6808",813166,74909,15.7,"BL",3980,43678,2001-06-01,"RSK","DSS",2001,"ESSFmc","ESSF","mc"
"6809",2495046,1251481,27.1,"BL",18240,43678,2010-05-31,"RSK","DSS",2010,"ESSFmc","ESSF","mc"
"6810",3337621,1651765,31.1,"BL",6700,47716,2015-05-27,"RSK","DSS",2015,"SBSmc","SBS","mc"
"6811",1678553,97553,12.8,"BA",838,43077,2003-04-29,"RSK","DKM",2003,"CWHvh","CWH","vh"
"6812",3302454,1599675,9.1,"BA",2420,39638,2015-06-04,"RSK","DSS",2015,"ICHmc","ICH","mc"
"6813",50087,-411380000,22.5,"BL",16680,32377,1994-09-01,"RSK","DSS",1994,"ESSFmc","ESSF","mc"
"6814",2613848,1069769,3.9,"BA",750,40449,2011-05-21,"RSK","DKM",2011,"CWHvm","CWH","vm"
"6815",156215,-401950000,7,"BL",8250,35573,1996-08-11,"RSK","DSS",1996,"ICHmc","ICH","mc"
"6816",412802,55851,27.5,"BA",18630,40449,1998-09-01,"RSK","DKM",1998,"CWHvm","CWH","vm"
"6817",412802,55851,27.5,"BA",4910,4989,1998-09-01,"RSK","DKM",1998,"CWHvm","CWH","vm"
"6818",893308,58663,55.5,"BL",38540,47369,2002-05-01,"RSK","DND",2002,"ESSFmc","ESSF","mc"
"6819",3543061,1656542,2.5,"BA",1920,45359,2018-05-21,"RSK","DKM",2018,"CWHvm","CWH","vm"
"6820",672666,33021,12,"BA",4210,32935,1995-04-01,"RSK","DKM",1995,"CWHvm","CWH","vm"
"6821",411813,40410,12.9,"BA",3700,NA,1993-05-01,"RSK","DKM",1993,"CWMvm","CWM","vm"
"6822",724971,86190,19.2,"BL",2200,40017,2000-05-31,"RSK","DSS",2000,"ICHmc","ICH","mc"
"6823",3386843,1669592,10.3,"BL",960,53508,2016-05-22,"ROM","DPG",2016,"SBSdw","SBS","dw"
"6824",3621196,1575456,13.5,"BA",3840,35563,2018-06-10,"RSK","DKM",2018,"CWHws","CWH","ws"
"6825",813237,81257,37.8,"BL",2080,32999,2001-06-01,"RSK","DSS",2001,"ESSFmc","ESSF","mc"
"6826",2054684,1066082,2.5,"BL",260,43010,2007-06-15,"RSK","DND",2007,"SBSmc","SBS","mc"
"6827",2679868,1310935,15.1,"BL",4000,47716,2011-06-14,"RSK","DND",2011,"ESSFmc","ESSF","mc"
"6828",2384817,91673,165.5,"BL",35500,43678,2009-07-26,"RSK","DSS",2009,"ESSFmc","ESSF","mc"
"6829",2384817,91673,165.5,"BL",43620,43678,2009-07-26,"RSK","DSS",2009,"ESSFmc","ESSF","mc"
"6830",2039988,97065,10.2,"BL",4260,39582,2007-06-25,"RSK","DSS",2007,"ICHmc","ICH","mc"
"6831",410133,36601,34.4,"BA",13785,32609,1997-06-01,"RSK","DKM",1997,"CWHws","CWH","ws"
"6832",410133,36601,34.4,"BA",1455,34989,1997-06-01,"RSK","DKM",1997,"CWHws","CWH","ws"
"6833",410133,36601,34.4,"BA",2100,35000,1997-06-01,"RSK","DKM",1997,"CWHws","CWH","ws"
"6834",410208,36616,33.5,"BA",11250,34990,1995-06-01,"RSK","DKM",1995,"CWHws","CWH","ws"
"6835",889691,-406940000,18.5,"BL",10940,43005,2003-06-01,"RSK","DSS",2003,"ICHmc","ICH","mc"
"6836",227707,-220760000,27.4,"BL",380,32732,1996-05-10,"RSK","DKM",1996,"ICHmc","ICH","mc"
"6837",227707,-220760000,27.4,"BL",2300,32732,1996-05-10,"RSK","DKM",1996,"ICHmc","ICH","mc"
"6838",281246,93,33,"BL",5385,NA,1999-06-16,"RSK","DSS",1999,"SBSmc","SBS","mc"
"6839",398908,16670,65.1,"BL",10000,35022,1994-08-01,"RSK","DSS",1994,"ICHmc","ICH","mc"
"6840",398908,16670,65.1,"BA",10000,35006,1994-08-01,"RSK","DSS",1994,"ICHmc","ICH","mc"
"6841",411207,28576,3,"BL",1695,39582,1998-09-01,"RSK","DKM",1998,"ICHmc","ICH","mc"
"6842",411208,28576,5,"BL",1720,47480,1999-05-01,"RSK","DKM",1999,"ICHmc","ICH","mc"
"6843",410753,28522,41.2,"BL",4120,32732,1996-06-01,"RSK","DKM",1996,"ICHmc","ICH","mc"
"6844",410753,28522,41.2,"BL",4725,32732,1996-06-01,"RSK","DKM",1996,"ICHmc","ICH","mc"
"6845",1617681,68809,1,"BL",540,39590,2003-08-01,"RSK","DKM",2003,"ICHmc","ICH","mc"
"6846",1647110,78010,9.3,"BL",3240,43003,2003-06-29,"RSK","DSS",2003,"ICHmc","ICH","mc"
"6847",3515409,1671492,9.9,"BA",1590,47460,2017-07-10,"RSK","DKM",2017,"CWHvh","CWH","vh"
"6848",410402,48595,54,"BA",2160,32609,1997-05-01,"RSK","DKM",1997,"CWHws","CWH","ws"
"6849",410402,48595,54,"BA",16605,34989,1997-05-01,"RSK","DKM",1997,"CWHws","CWH","ws"
"6850",406983,28732,114.2,"BL",17445,39360,1996-06-01,"RSK","DKM",1996,"ICHvc","ICH","vc"
"6851",407347,28790,34.6,"BL",23840,43003,1999-06-01,"RSK","DKM",1999,"ICHvc","ICH","vc"
"6852",412377,40477,13.5,"BA",5040,35001,1996-04-01,"RSK","DKM",1996,"CWHws","CWH","ws"
"6853",412377,40477,13.5,"BA",610,32610,1996-04-01,"RSK","DKM",1996,"CWHws","CWH","ws"
"6854",412377,40477,13.5,"BA",5760,34991,1996-04-01,"RSK","DKM",1996,"CWHws","CWH","ws"
"6855",1692991,93502,47.2,"BL",2030,47450,2004-06-07,"RSK","DND",2004,"ESSFmc","ESSF","mc"
"6856",1692991,93502,47.2,"BL",9655,47450,2004-06-07,"RSK","DND",2004,"ESSFmc","ESSF","mc"
"6857",1681898,112496,8.1,"BA",7935,43070,2003-05-26,"RSK","DKM",2003,"CWHws","CWH","ws"
"6858",3554330,1676151,14.6,"BL",3780,39591,2018-06-21,"RSK","DSS",2018,"ICHwc","ICH","wc"
"6859",3480439,1692010,12,"BL",1380,44928,2017-08-21,"RCB","DQU",2017,"ESSFwk","ESSF","wk"
"6860",671361,17011,60.6,"BA",7300,NA,1990-05-01,"RSK","DKM",1990,"CWHvm","CWH","vm"
"6861",671362,17011,17.4,"BA",3000,NA,1991-05-01,"RSK","DKM",1991,"CWHvm","CWH","vm"
"6862",732009,49649,3.4,"BA",1650,47461,2000-05-01,"RSK","DKM",2000,"CWHvm","CWH","vm"
"6863",1807978,1006945,17.1,"BA",3515,40450,2006-07-09,"RSK","DKM",2006,"CWHvm","CWH","vm"
"6864",325844,9,3.3,"BL",1800,NA,1999-06-16,"RSK","DSS",1999,"SBSmc","SBS","mc"
"6865",2624749,1308977,3.9,"BL",1318,43678,2011-06-15,"RSK","DND",2011,"SBSmc","SBS","mc"
"6866",412716,48567,47,"BA",3285,47460,1999-06-01,"RSK","DKM",1999,"CWHvm","CWH","vm"
"6867",412716,48567,47,"BA",2180,40449,1999-06-01,"RSK","DKM",1999,"CWHvm","CWH","vm"
"6868",768832,28613,2.4,"BL",1110,43007,2000-06-21,"RSK","DKM",2000,"ICHmc","ICH","mc"
"6869",768832,28613,2.4,"BA",6295,39637,2000-06-21,"RSK","DKM",2000,"ICHmc","ICH","mc"
"6870",768832,28613,2.4,"BL",4200,40024,2000-06-21,"RSK","DKM",2000,"ICHmc","ICH","mc"
"6871",768832,28613,2.4,"BL",2805,47445,2000-06-21,"RSK","DKM",2000,"ICHmc","ICH","mc"
"6872",401270,31274,51.7,"BL",11820,32367,1998-07-01,"RSK","DSS",1998,"ESSFmc","ESSF","mc"
"6873",741716,48520,8.4,"BL",2520,47446,2000-08-15,"RSK","DSS",2000,"ICHmc","ICH","mc"
"6874",3337626,1605475,38.9,"BL",2520,47716,2015-05-26,"RSK","DSS",2015,"SBSmc","SBS","mc"
"6875",3337626,1605475,38.9,"BL",7140,47716,2015-05-26,"RSK","DSS",2015,"SBSmc","SBS","mc"
"6876",279239,66041,27.2,"BL",5175,NA,2000-07-05,"RSK","DSS",2000,"SBSmc","SBS","mc"
"6877",3515522,1671481,1.5,"BA",240,47460,2017-07-10,"RSK","DKM",2017,"CWHvh","CWH","vh"
"6878",397463,16742,5.3,"BL",800,NA,1993-05-01,"RSK","DSS",1993,"ICHmc","ICH","mc"
"6879",731913,16863,4.3,"BA",1620,36024,2000-05-30,"RSK","DKM",2000,"CWHws","CWH","ws"
"6880",768729,28774,4,"BL",1890,43002,2000-06-19,"RSK","DKM",2000,"ICHvc","ICH","vc"
"6881",768729,28774,4,"BL",3120,43101,2000-06-19,"RSK","DKM",2000,"ICHvc","ICH","vc"
"6882",768729,28774,4,"BL",450,47445,2000-06-19,"RSK","DKM",2000,"ICHvc","ICH","vc"
"6883",418480,52147,0.8,"BA",720,47476,1998-07-01,"RSK","DKM",1998,"CWHws","CWH","ws"
"6884",412855,60388,49.5,"BA",1230,43077,1999-05-01,"RSK","DKM",1999,"CWHvm","CWH","vm"
"6885",412855,60388,49.5,"BA",645,47460,1999-05-01,"RSK","DKM",1999,"CWHvm","CWH","vm"
"6886",412855,60388,49.5,"BA",21560,43078,1999-05-01,"RSK","DKM",1999,"CWHvm","CWH","vm"
"6887",412855,60388,49.5,"BA",2050,40449,1999-05-01,"RSK","DKM",1999,"CWHvm","CWH","vm"
"6888",412855,60388,49.5,"BA",520,47460,1999-05-01,"RSK","DKM",1999,"CWHvm","CWH","vm"
"6889",1701096,87169,11.6,"BL",3600,39428,2001-07-01,"ROM","DMK",2001,"ESSFmv","ESSF","mv"
"6890",274148,-411310000,4.5,"BL",400,40003,1997-07-28,"RSK","DSS",1997,"ESSFmc","ESSF","mc"
"6891",494311,15563,27.5,"BL",3200,32270,1998-07-01,"RSK","DND",1998,"SBSmc","SBS","mc"
"6892",204633,52752,30.4,"BA",7110,NA,1995-06-01,"RSK","DKM",1995,"CWHvm","CWH","vm"
"6893",204633,52752,30.4,"BA",1635,NA,1995-06-01,"RSK","DKM",1995,"CWHvm","CWH","vm"
"6894",832772,63195,12,"BA",5780,36025,2001-10-04,"RSK","DKM",2001,"CWHws","CWH","ws"
"6895",281010,66083,18.4,"BA",8910,35574,2002-06-20,"RSK","DSS",2002,"ICHmc","ICH","mc"
"6896",1800435,97161,27.7,"BL",1300,47450,2005-06-15,"RSK","DND",2005,"ESSFmc","ESSF","mc"
"6897",1800435,97161,27.7,"BL",5486,47450,2005-06-15,"RSK","DND",2005,"ESSFmc","ESSF","mc"
"6898",3077621,1447718,4.1,"BL",840,43678,2013-06-03,"RSK","DND",2013,"SBSmc","SBS","mc"
"6899",2815357,1464450,95.8,"BL",7330,47716,2012-06-16,"RSK","DND",2012,"SBSmc","SBS","mc"
"6900",2815570,1479451,43.7,"BL",1180,47716,2012-06-01,"RSK","DND",2012,"SBSmc","SBS","mc"
"6901",681349,48598,5.9,"BA",3600,43076,1999-09-01,"RSK","DKM",1999,"CWHws","CWH","ws"
"6902",3539770,1694318,34.1,"BL",2160,39591,2018-05-31,"RSK","DSS",2018,"ICHmc","ICH","mc"
"6903",410973,28544,4,"BL",4700,32732,1994-09-01,"RSK","DKM",1994,"ICHmc","ICH","mc"
"6904",411175,28570,70,"BL",36003,39583,1996-06-01,"RSK","DKM",1996,"ICHmc","ICH","mc"
"6905",411175,28570,70,"BL",720,32732,1996-06-01,"RSK","DKM",1996,"ICHmc","ICH","mc"
"6906",507241,54037,13,"BL",4060,30823,1997-06-01,"ROM","DVA",1997,"SBSwk","SBS","wk"
"6907",507188,50710,1.9,"BL",700,30823,1997-05-01,"ROM","DVA",1997,"SBSmc","SBS","mc"
"6908",761103,65239,25.8,"BL",7640,32999,2000-07-01,"RSK","DSS",2000,"ESSFmc","ESSF","mc"
"6909",2384835,1179293,31.4,"BL",15200,43678,2009-07-19,"RSK","DSS",2009,"ESSFmc","ESSF","mc"
"6910",2321617,1179332,1.3,"BL",580,32366,2009-06-10,"RSK","DSS",2009,"SBSmc","SBS","mc"
"6911",2803509,1387350,9.7,"BL",8335,43678,2012-06-07,"RSK","DSS",2012,"SBSmc","SBS","mc"
"6912",259735,57397,20.5,"BA",4800,NA,2000-06-26,"RSK","DSS",2000,"CWHws","CWH","ws"
"6913",259735,57397,20.5,"BA",3630,NA,2000-06-26,"RSK","DSS",2000,"CWHws","CWH","ws"
"6914",672204,46758,9.4,"BA",2310,43077,1997-04-01,"RSK","DKM",1997,"CWHvm","CWH","vm"
"6915",3478829,1671199,17.4,"BL",200,53508,2017-07-19,"ROM","DMK",2017,"SBSwk","SBS","wk"
"6916",3478829,1671199,17.4,"BL",1555,53508,2017-07-19,"ROM","DMK",2017,"SBSwk","SBS","wk"
"6917",407831,28646,44.5,"BL",8520,NA,1992-09-01,"RSK","DKM",1992,"ICHvc","ICH","vc"
"6918",407831,28646,44.5,"BL",30220,NA,1992-09-01,"RSK","DKM",1992,"ICHvc","ICH","vc"
"6919",397202,16726,48.2,"BL",20520,35016,1995-05-01,"RSK","DSS",1995,"ICHmc","ICH","mc"
"6920",397202,16726,48.2,"BL",1200,35018,1995-05-01,"RSK","DSS",1995,"ICHmc","ICH","mc"
"6921",407278,28776,46.8,"BL",17535,39360,1996-06-01,"RSK","DKM",1996,"ICHvc","ICH","vc"
"6922",2120241,1070676,14.4,"BL",315,47450,2007-07-28,"RSK","DND",2007,"SBSmc","SBS","mc"
"6923",2626717,1180072,0.8,"BA",210,40175,2010-05-15,"RSK","DKM",2010,"CWHws","CWH","ws"
"6924",2300272,1260191,14.9,"BA",2902,39638,2008-09-20,"RSK","DKM",2008,"ICHmc","ICH","mc"
"6925",2300272,1260191,14.9,"BL",4160,39590,2008-09-20,"RSK","DKM",2008,"ICHmc","ICH","mc"
"6926",2326594,1251373,82.4,"BL",6830,47368,2009-06-15,"RSK","DND",2009,"SBSmc","SBS","mc"
"6927",-236350011,-236350000,7,"BA",0,NA,1991-05-01,"RSK","DKM",1991,"CWHws","CWH","ws"
"6928",412540,40505,2,"BA",1140,NA,1993-05-01,"RSK","DKM",1993,"CWHws","CWH","ws"
"6929",782347,69779,17.2,"BL",43915,39074,2000-08-15,"RCB","DQU",2000,"ESSFwk","ESSF","wk"
"6930",841181,94769,2.6,"BA",435,40450,2001-05-01,"RSK","DKM",2001,"CWHvh","CWH","vh"
"6931",353130,-411300000,15.7,"BL",4800,40005,1999-06-22,"RSK","DSS",1999,"ESSFmc","ESSF","mc"
"6932",-336010018,-336010000,16,"BA",0,NA,1985-04-01,"RSK","DKM",1985,"CWHvm","CWH","vm"
"6933",139314,43494,47.7,"BL",15125,35573,2001-10-09,"RSK","DSS",2001,"ESSFmc","ESSF","mc"
"6934",671842,54081,12.4,"BA",3100,40449,1997-05-01,"RSK","DKM",1997,"CWHvm","CWH","vm"
"6935",410536,53826,7.4,"BA",4990,35561,1997-09-01,"RSK","DKM",1997,"CWHws","CWH","ws"
"6936",1735936,96999,42.8,"BL",19725,35573,2005-08-31,"RSK","DSS",2005,"ESSFmc","ESSF","mc"
"6937",2120144,1064924,3,"BL",315,47450,2007-07-18,"RSK","DND",2007,"SBSmc","SBS","mc"
"6938",408105,28695,19.2,"BA",5550,35008,1997-06-01,"RSK","DKM",1997,"ICHmc","ICH","mc"
"6939",-299980010,-299980000,6,"BL",0,NA,1986-08-01,"ROM","DMK",1986,"SBSmk","SBS","mk"
"6940",399915,15007,36.9,"BL",4585,32366,1997-06-01,"RSK","DSS",1997,"ESSFmc","ESSF","mc"
"6941",399915,15007,36.9,"BL",6000,32367,1997-06-01,"RSK","DSS",1997,"ESSFmc","ESSF","mc"
"6942",2452011,70044,3,"BL",240,47714,2010-06-08,"RSK","DND",2010,"SBSdk","SBS","dk"
"6943",2054569,1066287,6.5,"BL",1240,43011,2007-06-01,"RSK","DND",2007,"SBSmc","SBS","mc"
"6944",3338245,1539570,2.1,"BL",360,47716,2015-06-03,"RSK","DND",2015,"SBSmc","SBS","mc"
"6945",652442,28860,18.7,"BL",1075,40294,1997-07-01,"ROM","DPG",1997,"ESSFwk","ESSF","wk"
"6946",791959,96996,33.3,"BL",9120,32353,2003-06-15,"RSK","DND",2003,"SBSmc","SBS","mc"
"6947",2654192,1379113,10.1,"BL",315,47714,2011-06-25,"RSK","DND",2011,"SBSdk","SBS","dk"
"6948",411056,28555,30,"BL",17580,32732,1995-09-01,"RSK","DKM",1995,"ICHmc","ICH","mc"
"6949",411057,28555,6,"BL",1285,39590,1997-05-01,"RSK","DKM",1997,"ICHmc","ICH","mc"
"6950",412694,47763,33.2,"BL",5340,47479,1997-09-01,"RSK","DKM",1997,"ICHmc","ICH","mc"
"6951",412694,47763,33.2,"BL",7920,43007,1997-09-01,"RSK","DKM",1997,"ICHmc","ICH","mc"
"6952",412694,47763,33.2,"BL",2890,39582,1997-09-01,"RSK","DKM",1997,"ICHmc","ICH","mc"
"6953",1781413,112462,10,"BA",3510,39585,2005-10-25,"RSK","DKM",2005,"ICHmc","ICH","mc"
"6954",227800,-220460000,102.9,"BL",15700,32732,1996-06-12,"RSK","DKM",1996,"ICHmc","ICH","mc"
"6955",227800,-220460000,102.9,"BL",9800,32732,1996-06-12,"RSK","DKM",1996,"ICHmc","ICH","mc"
"6956",410786,28524,77,"BL",2280,32732,1996-06-01,"RSK","DKM",1996,"ICHmc","ICH","mc"
"6957",410786,28524,77,"BL",7700,32732,1996-06-01,"RSK","DKM",1996,"ICHmc","ICH","mc"
"6958",702962,54230,9.8,"BL",1550,32367,1999-07-01,"RSK","DSS",1999,"ESSFmc","ESSF","mc"
"6959",2870598,1460831,37.9,"BA",5390,39638,2012-06-22,"RSK","DSS",2012,"ICHmc","ICH","mc"
"6960",3657244,1696633,27.3,"BL",8580,39593,2019-05-08,"RSK","DSS",2019,"ICHmc","ICH","mc"
"6961",3300477,1602395,37.8,"BA",14300,39638,2015-05-15,"RSK","DSS",2015,"ICHmc","ICH","mc"
"6962",975917,77186,3,"BA",1050,47460,2002-07-01,"RSK","DKM",2002,"CWHvh","CWH","vh"
"6963",-222840011,-222840000,32,"BA",0,NA,1988-04-01,"RSK","DKM",1988,"CWHws","CWH","ws"
"6964",397285,69412,27.9,"BA",4960,40015,1999-05-01,"RSK","DSS",1999,"ICHmc","ICH","mc"
"6965",397285,69412,27.9,"BL",3760,40017,1999-05-01,"RSK","DSS",1999,"ICHmc","ICH","mc"
"6966",406890,28721,100,"BL",30400,NA,1991-10-01,"RSK","DKM",1991,"ICHvc","ICH","vc"
"6967",1735884,66423,47,"BL",24420,35573,2005-08-31,"RSK","DSS",2005,"ESSFmc","ESSF","mc"
"6968",1701566,74171,32.3,"BL",8205,30829,1999-07-01,"ROM","DMK",1999,"ESSFmv","ESSF","mv"
"6969",2756931,1318952,20.5,"BA",7340,45358,2011-06-30,"RSK","DKM",2011,"CWHvm","CWH","vm"
"6970",2756931,1318952,20.5,"BA",2520,40449,2011-06-30,"RSK","DKM",2011,"CWHvm","CWH","vm"
"6971",3207962,1545291,30.2,"BL",5200,40408,2014-07-14,"RCB","DQU",2014,"ESSFwk","ESSF","wk"
"6972",3594078,1702124,37.8,"BL",400,43007,2018-09-10,"RSK","DKM",2018,"ICHvc","ICH","vc"
"6973",3594078,1702124,37.8,"BL",15800,43003,2018-09-10,"RSK","DKM",2018,"ICHvc","ICH","vc"
"6974",1725079,112180,10.3,"BL",2520,43678,2003-06-30,"RSK","DND",2003,"SBSmc","SBS","mc"
"6975",671780,50908,7.1,"BA",2660,40449,1997-04-01,"RSK","DKM",1997,"CWHvm","CWH","vm"
"6976",975754,88146,7.9,"BA",195,40449,2002-05-01,"RSK","DKM",2002,"CWHvh","CWH","vh"
"6977",1864828,1072051,4.7,"BA",540,47460,2006-06-16,"RSK","DKM",2006,"CWHvm","CWH","vm"
"6978",1864828,1072051,4.7,"BA",405,43076,2006-06-16,"RSK","DKM",2006,"CWHvm","CWH","vm"
"6979",2562509,1362930,9.9,"BA",9675,41437,2010-09-10,"RSK","DKM",2010,"CWHws","CWH","ws"
"6980",2626658,1308960,1.7,"BL",576,43678,2011-06-18,"RSK","DND",2011,"SBSmc","SBS","mc"
"6981",2708971,1421391,15.3,"BL",5175,47714,2010-07-23,"RSK","DSS",2010,"SBSmc","SBS","mc"
"6982",408228,46968,20.5,"BL",10465,40058,1999-07-01,"RSK","DKM",1999,"ICHmc","ICH","mc"
"6983",3036148,87528,51.1,"BL",45800,47716,2013-06-14,"RSK","DND",2013,"ESSFmc","ESSF","mc"
"6984",2461909,52790,9,"BL",5415,40023,2010-05-25,"RSK","DKM",2010,"ICHmc","ICH","mc"
"6985",2474883,1319470,15.6,"BL",1020,47714,2010-06-29,"RSK","DND",2010,"SBSmc","SBS","mc"
"6986",2474883,1319470,15.6,"BL",630,47714,2010-06-29,"RSK","DND",2010,"SBSmc","SBS","mc"
"6987",2794867,1329651,40.6,"BL",945,47714,2012-06-18,"RSK","DND",2012,"SBSdk","SBS","dk"
"6988",3628516,1701593,18.1,"BA",5760,45359,2018-06-16,"RSK","DKM",2018,"CWHws","CWH","ws"
"6989",3628516,1701593,18.1,"BA",3040,35563,2018-06-16,"RSK","DKM",2018,"CWHws","CWH","ws"
"6990",2762990,1456032,11.2,"BA",2120,47454,2011-06-12,"RSK","DKM",2011,"CWHws","CWH","ws"
"6991",729222,16510,3.1,"BL",1980,47446,2000-05-30,"RSK","DSS",2000,"CWHws","CWH","ws"
"6992",398005,16520,21.7,"BA",16660,35006,1996-07-01,"RSK","DSS",1996,"CWHws","CWH","ws"
"6993",401898,51590,17.4,"BL",9960,32366,1998-05-01,"RSK","DSS",1998,"SBSmc","SBS","mc"
"6994",612919,84177,14,"BL",1380,43004,2002-07-31,"RSK","DKM",2002,"ICHmc","ICH","mc"
"6995",1725138,1054841,47,"BA",2656,40450,2005-06-02,"RSK","DKM",2005,"CWHvh","CWH","vh"
"6996",1725138,1054841,47,"BA",2834,47477,2005-06-02,"RSK","DKM",2005,"CWHvh","CWH","vh"
"6997",1725138,1054841,47,"BA",1394,40450,2005-06-02,"RSK","DKM",2005,"CWHvh","CWH","vh"
"6998",1725138,1054841,47,"BA",1486,47477,2005-06-02,"RSK","DKM",2005,"CWHvh","CWH","vh"
"6999",739726,16520,2.5,"BL",1680,47446,2000-08-15,"RSK","DSS",2000,"CWHws","CWH","ws"
"7000",797126,48996,13.8,"BL",4022,40408,1999-08-15,"RCB","DQU",1999,"ESSFwk","ESSF","wk"
"7001",1830262,3230,4,"BL",1890,47447,2006-10-04,"RSK","DKM",2006,"ICHmc","ICH","mc"
