"","ACTIVITY_TREATMENT_UNIT_ID","OPENING_ID","AREA","SPECIES","NUMBER_PLANTED","SEEDLOT_NUMBER","PLANTING_DATE","REGION","DISTRICT","YEAR","BGC","Zone","Subzone"
"2569",-222730012,-222730000,8,"BL",4000,35005,1993-05-01,"RSK","DKM",1993,"ICHmc","ICH","mc"
"2570",411594,34199,2.5,"BA",75,43076,1997-05-01,"RSK","DKM",1997,"CWHws","CWH","ws"
"2571",3263540,1540059,297.8,"BL",14400,53508,2012-06-06,"ROM","DPG",2012,"SBSwk","SBS","wk"
"2572",3263540,1540059,297.8,"BL",7200,53508,2012-06-06,"ROM","DPG",2012,"SBSwk","SBS","wk"
"2573",411753,40397,0.4,"BA",405,32608,1996-05-01,"RSK","DKM",1996,"CWHws","CWH","ws"
"2574",314575,70515,21,"BL",2775,43004,2000-05-10,"RSK","DKM",2000,"ICHmc","ICH","mc"
"2575",1797081,1010505,56,"BL",1620,47450,2005-06-09,"RSK","DND",2005,"SBSmc","SBS","mc"
"2576",2474879,1319855,9.3,"BL",1365,47714,2010-06-24,"RSK","DND",2010,"SBSmc","SBS","mc"
"2577",748343,60058,45.5,"BL",5140,43010,1999-07-01,"RSK","DND",1999,"SBSmc","SBS","mc"
"2578",673924,86605,50.9,"BL",6810,43005,2002-06-20,"RSK","DSS",2002,"ICHmc","ICH","mc"
"2579",407611,28616,53.6,"BL",23760,39590,1996-07-01,"RSK","DKM",1996,"ICHmc","ICH","mc"
"2580",407611,28616,53.6,"BL",4320,39590,1996-07-01,"RSK","DKM",1996,"ICHmc","ICH","mc"
"2581",407977,28672,12.5,"BL",1700,40023,1999-07-01,"RSK","DKM",1999,"ICHmc","ICH","mc"
"2582",2054576,1107316,6.5,"BL",1500,43011,2007-06-09,"RSK","DND",2007,"SBSmc","SBS","mc"
"2583",1618899,61376,3.9,"BA",3000,36025,2003-07-20,"RSK","DKM",2003,"CWHws","CWH","ws"
"2584",234659,2241,5.4,"BA",1350,34988,1996-09-22,"RSK","DKM",1996,"CWHws","CWH","ws"
"2585",409791,36529,13.2,"BA",9090,35561,1997-09-01,"RSK","DKM",1997,"CWHws","CWH","ws"
"2586",3551238,1701070,27.8,"BA",9220,41424,2018-09-16,"RSK","DKM",2018,"CWHws","CWH","ws"
"2587",3551238,1701070,27.8,"BA",2640,41437,2018-09-16,"RSK","DKM",2018,"CWHws","CWH","ws"
"2588",1648473,107743,41.3,"BL",7690,32353,2004-06-15,"RSK","DND",2004,"SBSmc","SBS","mc"
"2589",1648473,107743,41.3,"BL",4080,32366,2004-06-15,"RSK","DND",2004,"SBSmc","SBS","mc"
"2590",398787,16647,30,"BL",6690,40005,1997-06-01,"RSK","DSS",1997,"ICHmc","ICH","mc"
"2591",3676657,1701280,24.8,"BL",8180,47714,2019-07-06,"RSK","DSS",2019,"ESSFmc","ESSF","mc"
"2592",3390620,1650323,44.9,"BA",21660,39638,2016-06-29,"RSK","DSS",2016,"ICHmc","ICH","mc"
"2593",270242,-225970000,51.3,"BL",29900,39590,1996-09-01,"RSK","DKM",1996,"ICHvc","ICH","vc"
"2594",270242,-225970000,51.3,"BL",9100,39360,1996-09-01,"RSK","DKM",1996,"ICHvc","ICH","vc"
"2595",768737,28783,17,"BL",12510,43007,2000-06-28,"RSK","DKM",2000,"ICHvc","ICH","vc"
"2596",886650,89329,59.1,"BL",4830,47450,2001-06-06,"RSK","DND",2001,"SBSmc","SBS","mc"
"2597",3489947,1595495,1,"BA",380,35566,2015-05-30,"RSK","DKM",2015,"CWHws","CWH","ws"
"2598",1652727,-592060000,9.7,"BL",2185,32377,2004-06-15,"RSK","DND",2004,"SBSmc","SBS","mc"
"2599",408772,16864,6.8,"BA",1060,35561,1997-09-01,"RSK","DKM",1997,"CWHws","CWH","ws"
"2600",671609,17043,0.1,"BA",15,35030,1996-04-01,"RSK","DKM",1996,"CWHvm","CWH","vm"
"2601",1866474,108914,0.9,"BA",900,43076,2006-04-30,"RSK","DKM",2006,"CWHvm","CWH","vm"
"2602",3456715,1541421,5.6,"BL",2520,39582,2017-06-20,"RSK","DSS",2017,"ICHwc","ICH","wc"
"2603",3493231,1680735,29.1,"BL",3860,44993,2017-08-01,"RCB","DQU",2017,"ESSFwk","ESSF","wk"
"2604",411540,29232,1.1,"BA",190,43076,1997-05-01,"RSK","DKM",1997,"CWHvm","CWH","vm"
"2605",808022,15913,20,"BL",120,43010,2000-06-01,"RSK","DND",2000,"SBSmc","SBS","mc"
"2606",408086,28692,48,"BL",19500,39993,1995-09-01,"RSK","DKM",1995,"ICHmc","ICH","mc"
"2607",709043,28709,23,"BL",9110,40024,1999-09-23,"RSK","DKM",1999,"ICHmc","ICH","mc"
"2608",1737737,1104490,1.1,"BL",400,43011,2005-06-17,"RSK","DND",2005,"SBSmc","SBS","mc"
"2609",1867652,1104490,90.3,"BL",2470,43010,2005-05-17,"RSK","DND",2005,"SBSmc","SBS","mc"
"2610",1867652,1104490,90.3,"BL",480,43011,2005-05-17,"RSK","DND",2005,"SBSmc","SBS","mc"
"2611",1867652,1104490,90.3,"BL",883,43010,2005-05-17,"RSK","DND",2005,"SBSmc","SBS","mc"
"2612",1867652,1104490,90.3,"BL",10140,43010,2005-05-17,"RSK","DND",2005,"SBSmc","SBS","mc"
"2613",1867652,1104490,90.3,"BL",573,43011,2005-05-17,"RSK","DND",2005,"SBSmc","SBS","mc"
"2614",1867652,1104490,90.3,"BL",2333,43011,2005-05-17,"RSK","DND",2005,"SBSmc","SBS","mc"
"2615",1867652,1104490,90.3,"BL",328,43011,2005-05-17,"RSK","DND",2005,"SBSmc","SBS","mc"
"2616",2065698,1146310,15.4,"BL",4850,39582,2007-06-24,"RSK","DSS",2007,"ICHmc","ICH","mc"
"2617",131477,1642,44.8,"BA",16200,35574,1996-06-03,"RSK","DSS",1996,"ICHmc","ICH","mc"
"2618",401472,34736,7.5,"BL",2660,32366,1996-06-01,"RSK","DSS",1996,"ESSFmc","ESSF","mc"
"2619",506317,30572,13.9,"BL",580,30823,1994-08-01,"ROM","DVA",1994,"SBSmc","SBS","mc"
"2620",1807739,81326,32.1,"BL",7080,32366,2006-06-12,"RSK","DSS",2006,"SBSmc","SBS","mc"
"2621",1807739,81326,32.1,"BL",11420,43678,2006-06-12,"RSK","DSS",2006,"SBSmc","SBS","mc"
"2622",411117,28561,2.5,"BL",870,47441,1998-05-01,"RSK","DKM",1998,"ICHmc","ICH","mc"
"2623",702885,50443,39.5,"BL",13830,32367,1999-07-01,"RSK","DSS",1999,"ESSFwv","ESSF","wv"
"2624",3337641,1605497,11.5,"BL",710,47714,2015-05-19,"RSK","DSS",2015,"SBSmc","SBS","mc"
"2625",3337641,1605497,11.5,"BL",1020,47716,2015-05-19,"RSK","DSS",2015,"SBSmc","SBS","mc"
"2626",3676958,1701285,56.3,"BL",18900,47714,2019-07-09,"RSK","DSS",2019,"ESSFmc","ESSF","mc"
"2627",886659,77898,12.5,"BL",90,47450,2001-06-06,"RSK","DND",2001,"SBSmc","SBS","mc"
"2628",-353880010,-353880000,66,"BA",0,NA,1992-05-01,"RSK","DKM",1992,"CWHvh","CWH","vh"
"2629",406868,28717,127.1,"BL",19800,4894,1996-06-01,"RSK","DKM",1996,"ICHvc","ICH","vc"
"2630",406868,28717,127.1,"BL",17930,39360,1996-06-01,"RSK","DKM",1996,"ICHvc","ICH","vc"
"2631",731980,40503,4.3,"BA",540,43076,2000-05-01,"RSK","DKM",2000,"CWHws","CWH","ws"
"2632",412830,57551,13.3,"BA",2620,43076,1999-05-01,"RSK","DKM",1999,"CWHws","CWH","ws"
"2633",742351,70551,1.9,"BA",350,43070,2001-06-20,"RSK","DKM",2001,"CWHws","CWH","ws"
"2634",871019,70802,3.1,"BA",2070,32608,2001-05-01,"RSK","DKM",2001,"CWHws","CWH","ws"
"2635",1681901,93649,3.9,"BA",480,35560,2003-06-11,"RSK","DKM",2003,"CWHws","CWH","ws"
"2636",1681901,93649,3.9,"BA",3600,35560,2003-06-11,"RSK","DKM",2003,"CWHws","CWH","ws"
"2637",2062313,1162332,28.1,"BA",720,40450,2007-07-04,"RSK","DKM",2007,"CWHvh","CWH","vh"
"2638",3280185,1541416,9.7,"BL",4200,43001,2015-07-20,"RSK","DSS",2015,"ICHwc","ICH","wc"
"2639",3276698,1611316,18.6,"BA",6757,41436,2015-09-22,"RSK","DKM",2015,"CWHws","CWH","ws"
"2640",3276698,1611316,18.6,"BA",315,41437,2015-09-22,"RSK","DKM",2015,"CWHws","CWH","ws"
"2641",1644927,95206,17.3,"BL",360,43011,2004-05-01,"RSK","DND",2004,"SBSmc","SBS","mc"
"2642",401279,31276,24,"BL",12060,32367,1997-07-01,"RSK","DSS",1997,"ESSFmc","ESSF","mc"
"2643",816216,69616,52.6,"BL",8430,32367,2001-06-19,"RSK","DSS",2001,"SBSmc","SBS","mc"
"2644",677236,15015,28.9,"BL",315,32366,1999-08-01,"RSK","DSS",1999,"SBSmc","SBS","mc"
"2645",677236,15015,28.9,"BL",525,32366,1999-08-01,"RSK","DSS",1999,"SBSmc","SBS","mc"
"2646",2626624,1308958,10.5,"BL",3480,43678,2011-06-18,"RSK","DND",2011,"SBSmc","SBS","mc"
"2647",2626612,1309010,2.6,"BL",881,43678,2011-06-18,"RSK","DND",2011,"SBSmc","SBS","mc"
"2648",732053,55677,41.8,"BA",5940,36024,2000-05-08,"RSK","DKM",2000,"CWHws","CWH","ws"
"2649",-483760011,-483760000,31.1,"BL",1260,43251,2000-08-01,"RCB","DQU",2000,"SBSwk","SBS","wk"
"2650",409569,36482,42,"BA",7830,36023,1996-09-01,"RSK","DKM",1996,"CWHws","CWH","ws"
"2651",397339,27229,25.5,"BA",1225,35027,1996-05-01,"RSK","DSS",1996,"ICHmc","ICH","mc"
"2652",409897,36549,57.4,"BA",7212,34991,1996-05-01,"RSK","DKM",1996,"CWHws","CWH","ws"
"2653",409897,36549,57.4,"BA",1505,32609,1996-05-01,"RSK","DKM",1996,"CWHws","CWH","ws"
"2654",409897,36549,57.4,"BA",8043,36023,1996-05-01,"RSK","DKM",1996,"CWHws","CWH","ws"
"2655",409897,36549,57.4,"BA",2430,34987,1996-05-01,"RSK","DKM",1996,"CWHws","CWH","ws"
"2656",3552038,1706978,41.6,"BA",17485,41424,2018-09-16,"RSK","DKM",2018,"CWHws","CWH","ws"
"2657",410904,28534,10,"BL",6540,32732,1997-05-01,"RSK","DKM",1997,"ICHmc","ICH","mc"
"2658",835256,28590,6.2,"BL",220,39583,2001-05-01,"RSK","DKM",2001,"ICHmc","ICH","mc"
"2659",411324,28592,17.3,"BL",6725,39582,1998-05-01,"RSK","DKM",1998,"ICHmc","ICH","mc"
"2660",822527,93473,5.9,"BA",1220,35023,2001-05-20,"RSK","DSS",2001,"CWHws","CWH","ws"
"2661",835244,28556,2.9,"BL",890,39583,2001-05-01,"RSK","DKM",2001,"ICHmc","ICH","mc"
"2662",1807735,81334,12.5,"BL",2040,32366,2005-06-08,"RSK","DSS",2005,"SBSmc","SBS","mc"
"2663",2321643,1188348,9.3,"BL",4440,32366,2009-06-10,"RSK","DSS",2009,"SBSmc","SBS","mc"
"2664",3337610,1605417,14.5,"BL",1640,47716,2015-05-29,"RSK","DSS",2015,"SBSmc","SBS","mc"
"2665",3337610,1605417,14.5,"BL",6220,47716,2015-05-29,"RSK","DSS",2015,"SBSmc","SBS","mc"
"2666",3594245,1685489,67.5,"BL",18780,43010,2018-06-07,"RSK","DSS",2018,"ESSFmc","ESSF","mc"
"2667",975809,104463,12.9,"BA",5100,40449,2002-06-01,"RSK","DKM",2002,"CWHvm","CWH","vm"
"2668",1797375,1021177,20.4,"BA",9825,40450,2005-04-23,"RSK","DKM",2005,"CWHvm","CWH","vm"
"2669",1692744,112015,21.1,"BA",10280,40449,2004-06-13,"RSK","DKM",2004,"CWHvm","CWH","vm"
"2670",671511,17031,1,"BA",400,NA,1993-04-01,"RSK","DKM",1993,"CWHvm","CWH","vm"
"2671",397528,28441,4,"BL",1590,40005,1999-05-01,"RSK","DSS",1999,"ICHmc","ICH","mc"
"2672",2215430,55368,39.1,"BL",15930,44931,2008-07-15,"RCB","DQU",2008,"ESSFwk","ESSF","wk"
"2673",2215430,55368,39.1,"BL",2430,40408,2008-07-15,"RCB","DQU",2008,"ESSFwk","ESSF","wk"
"2674",2215430,55368,39.1,"BL",6750,44930,2008-07-15,"RCB","DQU",2008,"ESSFwk","ESSF","wk"
"2675",323421,52438,10.4,"BL",10205,3716,1999-08-11,"ROM","DPG",1999,"ESSFmm","ESSF","mm"
"2676",294995,69048,16.2,"BL",13460,35573,2000-09-05,"RSK","DSS",2000,"ESSFwv","ESSF","wv"
"2677",3656133,1711521,24.6,"BL",15480,53508,2019-07-28,"ROM","DPG",2019,"SBSvk","SBS","vk"
"2678",871069,89261,28.2,"BA",7680,32608,2001-05-01,"RSK","DKM",2001,"CWHvm","CWH","vm"
"2679",871069,89261,28.2,"BA",13815,43076,2001-05-01,"RSK","DKM",2001,"CWHvm","CWH","vm"
"2680",-228120016,-228120000,3.6,"BA",1125,32638,1995-05-15,"RSK","DKM",1995,"ICHmc","ICH","mc"
"2681",-225280020,-225280000,24.2,"BA",7900,NA,1993-06-14,"RSK","DKM",1993,"CWHws","CWH","ws"
"2682",672457,16972,11.8,"BA",4400,32935,1995-04-01,"RSK","DKM",1995,"CWHvh","CWH","vh"
"2683",397093,46325,26.4,"BL",1500,35013,1997-05-01,"RSK","DSS",1997,"ICHmc","ICH","mc"
"2684",397093,46325,26.4,"BL",2120,43001,1997-05-01,"RSK","DSS",1997,"ICHmc","ICH","mc"
"2685",942554,70805,3.4,"BA",2160,43076,2002-10-01,"RSK","DKM",2002,"CWHws","CWH","ws"
"2686",822100,81268,8.3,"BL",4660,43678,2001-07-01,"RSK","DSS",2001,"ESSFmc","ESSF","mc"
"2687",2321957,1177873,31.7,"BL",8920,47716,2009-06-14,"RSK","DND",2009,"SBSmc","SBS","mc"
"2688",1830272,114857,65.4,"BA",14070,35574,2006-09-26,"RSK","DKM",2006,"ICHmc","ICH","mc"
"2689",1830272,114857,65.4,"BL",4815,43004,2006-09-26,"RSK","DKM",2006,"ICHmc","ICH","mc"
"2690",1830272,114857,65.4,"BA",525,35574,2006-09-26,"RSK","DKM",2006,"ICHmc","ICH","mc"
"2691",1830272,114857,65.4,"BA",35640,35574,2006-09-26,"RSK","DKM",2006,"ICHmc","ICH","mc"
"2692",1830272,114857,65.4,"BA",3750,35574,2006-09-26,"RSK","DKM",2006,"ICHmc","ICH","mc"
"2693",409664,36504,8,"BA",2430,32609,1996-05-01,"RSK","DKM",1996,"CWHws","CWH","ws"
"2694",-336700015,-336700000,23,"BA",0,NA,1992-05-01,"RSK","DKM",1992,"CWHvm","CWH","vm"
"2695",832799,36335,7,"BA",3740,36025,2001-09-25,"RSK","DKM",2001,"CWHws","CWH","ws"
"2696",729608,28531,1.4,"BL",1030,40023,2000-06-01,"RSK","DKM",2000,"ICHmc","ICH","mc"
"2697",411483,28606,50.8,"BL",3170,32732,1996-09-01,"RSK","DKM",1996,"ICHvc","ICH","vc"
"2698",411483,28606,50.8,"BL",2963,39583,1996-09-01,"RSK","DKM",1996,"ICHvc","ICH","vc"
"2699",411483,28606,50.8,"BL",48883,32732,1996-09-01,"RSK","DKM",1996,"ICHvc","ICH","vc"
"2700",401808,47344,3,"BL",1730,32367,1997-07-01,"RSK","DSS",1997,"SBSmc","SBS","mc"
"2701",2321651,1188350,4.1,"BL",1380,32366,2009-07-10,"RSK","DSS",2009,"SBSmc","SBS","mc"
"2702",401085,15187,54.6,"BL",4620,32366,1996-05-01,"RSK","DSS",1996,"SBSmc","SBS","mc"
"2703",2202813,1152632,83.7,"BL",34920,32367,2008-06-09,"RSK","DSS",2008,"ESSFmc","ESSF","mc"
"2704",2321641,1188356,1.1,"BL",280,32366,2009-06-10,"RSK","DSS",2009,"SBSmc","SBS","mc"
"2705",1726779,102079,29.6,"BA",4565,40450,2002-05-01,"RSK","DKM",2002,"CWHvm","CWH","vm"
"2706",1726779,102079,29.6,"BA",10950,40449,2002-05-01,"RSK","DKM",2002,"CWHvm","CWH","vm"
"2707",1726779,102079,29.6,"BA",945,43077,2002-05-01,"RSK","DKM",2002,"CWHvm","CWH","vm"
"2708",1726779,102079,29.6,"BA",480,43078,2002-05-01,"RSK","DKM",2002,"CWHvm","CWH","vm"
"2709",1726779,102079,29.6,"BA",315,47460,2002-05-01,"RSK","DKM",2002,"CWHvm","CWH","vm"
"2710",-403400018,-403400000,37,"BL",7600,35012,1993-08-01,"RSK","DSS",1993,"ESSFmc","ESSF","mc"
"2711",1609274,15812,26,"BL",5985,43010,2003-06-09,"RSK","DND",2003,"ESSFmc","ESSF","mc"
"2712",975589,81988,2.9,"BA",465,40449,2002-06-01,"RSK","DKM",2002,"CWHvm","CWH","vm"
"2713",975589,81988,2.9,"BA",615,40450,2002-06-01,"RSK","DKM",2002,"CWHvm","CWH","vm"
"2714",886767,98998,12.4,"BL",4880,47450,2001-07-25,"RSK","DND",2001,"SBSmc","SBS","mc"
"2715",2062963,1071940,9,"BA",945,43077,2007-07-07,"RSK","DKM",2007,"CWHvm","CWH","vm"
"2716",480051,8256,5.9,"BL",1260,40408,1998-07-01,"RCB","DQU",1998,"ESSFwk","ESSF","wk"
"2717",2830919,16768,1.2,"BA",540,41423,2012-05-25,"RSK","DKM",2012,"CWHws","CWH","ws"
"2718",238333,57405,42.7,"BL",18080,NA,1999-05-28,"RSK","DKM",1999,"ICHmc","ICH","mc"
"2719",1760539,100093,13.7,"BL",11535,44930,2005-07-30,"RCB","DQU",2005,"ESSFwk","ESSF","wk"
"2720",955418,96551,40.4,"BL",5700,47450,2002-06-03,"RSK","DND",2002,"SBSmc","SBS","mc"
"2721",1781401,108992,1.1,"BA",570,47460,2005-06-17,"RSK","DKM",2005,"CWHvm","CWH","vm"
"2722",2120229,1069008,14,"BL",315,47450,2007-07-11,"RSK","DND",2007,"SBSmc","SBS","mc"
"2723",2720112,1432870,9.3,"BA",4050,39636,2011-09-20,"RSK","DKM",2011,"ICHmc","ICH","mc"
"2724",3220287,1509951,36,"BL",6170,39074,2013-06-27,"RCB","DQU",2013,"ESSFwk","ESSF","wk"
"2725",3229855,1645916,4.4,"BA",3645,35566,2013-05-26,"RSK","DKM",2013,"CWHws","CWH","ws"
"2726",2095167,82867,44.3,"BL",34960,39428,2003-06-30,"ROM","DMK",2003,"ESSFmv","ESSF","mv"
"2727",2804748,1387453,5.6,"BL",4920,43678,2012-06-06,"RSK","DND",2012,"SBSmc","SBS","mc"
"2728",1628379,106788,17.2,"BA",7020,43076,2003-05-01,"RSK","DKM",2003,"CWHvm","CWH","vm"
"2729",2054546,1107803,14.4,"BL",2265,43011,2007-06-08,"RSK","DND",2007,"SBSmc","SBS","mc"
"2730",2679333,1328570,47.8,"BL",6100,47716,2011-06-02,"RSK","DND",2011,"SBSmc","SBS","mc"
"2731",681363,64060,24.6,"BA",19840,43076,1999-09-01,"RSK","DKM",1999,"CWHws","CWH","ws"
"2732",-224200017,-224200000,12,"BL",0,NA,1990-06-01,"RSK","DKM",1990,"ICHvc","ICH","vc"
"2733",3694777,98032,25.8,"BL",2688,53508,2019-06-01,"ROM","DPG",2019,"SBSwk","SBS","wk"
"2734",1790761,115326,146.6,"BL",8980,47968,2005-07-03,"ROM","DMK",2005,"ESSFmv","ESSF","mv"
"2735",1790761,115326,146.6,"BL",28520,47968,2005-07-03,"ROM","DMK",2005,"ESSFmv","ESSF","mv"
"2736",408998,36334,25,"BA",2400,34989,1998-05-01,"RSK","DKM",1998,"CWHws","CWH","ws"
"2737",683680,36554,11,"BA",595,36022,1999-06-01,"RSK","DKM",1999,"CWHws","CWH","ws"
"2738",683680,36554,11,"BA",1545,36025,1999-06-01,"RSK","DKM",1999,"CWHws","CWH","ws"
"2739",683680,36554,11,"BA",690,34989,1999-06-01,"RSK","DKM",1999,"CWHws","CWH","ws"
"2740",410910,28535,12.8,"BL",6260,32732,1996-06-01,"RSK","DKM",1996,"ICHmc","ICH","mc"
"2741",402015,56925,28.8,"BL",7680,32367,1998-07-01,"RSK","DSS",1998,"ESSFmc","ESSF","mc"
"2742",399248,50551,24.9,"BA",9080,35006,1997-06-01,"RSK","DSS",1997,"ICHmc","ICH","mc"
"2743",634820,86263,57.2,"BL",3330,47447,2002-08-01,"RSK","DKM",2002,"ICHmc","ICH","mc"
"2744",159248,47220,20.1,"BA",13920,34988,1999-07-08,"RSK","DKM",1999,"CWHvm","CWH","vm"
"2745",2804509,1387462,3.5,"BL",500,43678,2012-06-07,"RSK","DND",2012,"SBSmc","SBS","mc"
"2746",3513089,1671487,7.6,"BA",1500,47460,2017-07-10,"RSK","DKM",2017,"CWHvh","CWH","vh"
"2747",2472590,1328570,172.6,"BL",1460,47716,2010-06-06,"RSK","DND",2010,"SBSmc","SBS","mc"
"2748",768732,28777,22.5,"BL",8550,43004,2000-05-30,"RSK","DKM",2000,"ICHvc","ICH","vc"
"2749",407300,28780,42.4,"BL",8700,39360,1996-06-01,"RSK","DKM",1996,"ICHvc","ICH","vc"
"2750",768815,28824,39.4,"BL",35595,43003,2000-06-18,"RSK","DKM",2000,"ICHvc","ICH","vc"
"2751",2942312,108859,3,"BA",500,43076,2012-06-12,"RSK","DKM",2012,"CWHws","CWH","ws"
"2752",3099995,1541112,17.4,"BL",5460,39590,2013-06-29,"RSK","DSS",2013,"ICHwc","ICH","wc"
"2753",304106,-225930000,37.2,"BL",36945,40025,1997-08-30,"RSK","DKM",1997,"ICHvc","ICH","vc"
"2754",494015,15526,42.9,"BL",14700,39609,1997-07-01,"RSK","DND",1997,"ESSFmc","ESSF","mc"
"2755",407140,28756,91.1,"BL",38530,35004,1994-09-01,"RSK","DKM",1994,"ICHvc","ICH","vc"
"2756",407140,28756,91.1,"BL",66580,32731,1994-09-01,"RSK","DKM",1994,"ICHvc","ICH","vc"
"2757",407494,28821,36.7,"BL",12720,39990,1995-09-01,"RSK","DKM",1995,"ICHvc","ICH","vc"
"2758",407494,28821,36.7,"BL",1005,39360,1995-09-01,"RSK","DKM",1995,"ICHvc","ICH","vc"
"2759",410554,55889,22.8,"BA",2196,34989,1998-06-01,"RSK","DKM",1998,"CWHws","CWH","ws"
"2760",410554,55889,22.8,"BA",1118,36022,1998-06-01,"RSK","DKM",1998,"CWHws","CWH","ws"
"2761",410554,55889,22.8,"BA",4091,35567,1998-06-01,"RSK","DKM",1998,"CWHws","CWH","ws"
"2762",410554,55889,22.8,"BA",1080,34988,1998-06-01,"RSK","DKM",1998,"CWHws","CWH","ws"
"2763",1796632,75018,9,"BL",1200,47450,2005-06-13,"RSK","DND",2005,"SBSmc","SBS","mc"
"2764",2483250,1072052,11,"BA",2205,35566,2010-06-30,"RSK","DKM",2010,"CWHws","CWH","ws"
"2765",2952045,1272830,6.1,"BA",1860,40449,2012-06-10,"RSK","DKM",2012,"CWHvm","CWH","vm"
"2766",3078075,1425356,7.5,"BL",2235,43678,2013-06-01,"RSK","DND",2013,"SBSmc","SBS","mc"
"2767",3071791,1540552,10.9,"BL",3240,43678,2013-05-24,"RSK","DND",2013,"SBSmc","SBS","mc"
"2768",408923,36316,20.7,"BA",8750,36023,1996-06-01,"RSK","DKM",1996,"CWHws","CWH","ws"
"2769",408923,36316,20.7,"BA",3229,35567,1996-06-01,"RSK","DKM",1996,"CWHws","CWH","ws"
"2770",410934,28538,51.5,"BL",26700,32732,1994-09-01,"RSK","DKM",1994,"ICHmc","ICH","mc"
"2771",741108,78008,34.8,"BL",25350,47446,2000-08-15,"RSK","DSS",2000,"ESSFwv","ESSF","wv"
"2772",400802,15136,32.3,"BL",3600,32366,1997-06-01,"RSK","DSS",1997,"ESSFmc","ESSF","mc"
"2773",400802,15136,32.3,"BL",6140,32367,1997-06-01,"RSK","DSS",1997,"ESSFmc","ESSF","mc"
"2774",835242,57885,1.7,"BL",570,39582,2001-05-01,"RSK","DKM",2001,"ICHmc","ICH","mc"
"2775",672311,63536,11.4,"BA",5610,43077,1999-05-01,"RSK","DKM",1999,"CWHvm","CWH","vm"
"2776",1726774,100912,11,"BA",990,43077,2002-06-01,"RSK","DKM",2002,"CWHvm","CWH","vm"
"2777",1726774,100912,11,"BA",4620,47460,2002-06-01,"RSK","DKM",2002,"CWHvm","CWH","vm"
"2778",672306,56544,2,"BA",1500,43078,1999-05-01,"RSK","DKM",1999,"CWHvm","CWH","vm"
"2779",672306,56544,2,"BA",510,47460,1999-05-01,"RSK","DKM",1999,"CWHvm","CWH","vm"
"2780",612927,70326,41.5,"BL",12240,32377,2002-06-06,"RSK","DND",2002,"SBSmc","SBS","mc"
"2781",3117908,86338,13.9,"BL",2224,32353,2005-06-12,"RSK","DSS",2005,"ESSFmc","ESSF","mc"
"2782",1919311,104208,8.4,"BA",3495,43077,2006-07-17,"RSK","DKM",2006,"CWHvm","CWH","vm"
"2783",3530192,1671442,36.8,"BL",20000,44978,2017-07-01,"RCB","DCC",2017,"ESSFwk","ESSF","wk"
"2784",231650,57385,33,"BL",4125,43005,2001-06-20,"RSK","DSS",2001,"ICHmc","ICH","mc"
"2785",704438,62571,2.2,"BL",588,39074,1999-08-15,"RCB","DQU",1999,"ESSFwk","ESSF","wk"
"2786",703385,58206,2.2,"BL",644,40408,1999-08-15,"RCB","DQU",1999,"ESSFwc","ESSF","wc"
"2787",734156,81997,0.4,"BA",230,40449,2000-05-01,"RSK","DKM",2000,"CWHvm","CWH","vm"
"2788",-336150030,-336150000,43,"BA",0,NA,1985-04-01,"RSK","DKM",1985,"CWHvm","CWH","vm"
"2789",407428,28807,26.1,"BL",25680,40005,1999-06-01,"RSK","DKM",1999,"ICHvc","ICH","vc"
"2790",407428,28807,26.1,"BL",160,39591,1999-06-01,"RSK","DKM",1999,"ICHvc","ICH","vc"
"2791",737118,71553,14.3,"BA",2660,40449,2000-05-01,"RSK","DKM",2000,"CWHvm","CWH","vm"
"2792",1726729,71553,4.3,"BA",540,40450,2002-06-01,"RSK","DKM",2002,"CWHvm","CWH","vm"
"2793",672016,77065,10.7,"BA",1275,40449,1999-06-01,"RSK","DKM",1999,"CWHvh","CWH","vh"
"2794",841572,88104,5.1,"BA",1740,40450,2001-04-01,"RSK","DKM",2001,"CWHvh","CWH","vh"
"2795",2529128,1349850,37.5,"BL",1035,32367,2008-07-07,"RSK","DND",2008,"SBSdk","SBS","dk"
"2796",334062,-222240000,7,"BL",1020,43004,1998-09-20,"RSK","DKM",1998,"ICHmc","ICH","mc"
"2797",408858,16893,3.5,"BA",870,36023,1997-05-01,"RSK","DKM",1997,"CWHws","CWH","ws"
"2798",408858,16893,3.5,"BA",810,34989,1997-05-01,"RSK","DKM",1997,"CWHws","CWH","ws"
"2799",871008,68663,9.6,"BA",195,8643,2001-05-01,"RSK","DKM",2001,"CWHws","CWH","ws"
"2800",871008,68663,9.6,"BA",600,32608,2001-05-01,"RSK","DKM",2001,"CWHws","CWH","ws"
"2801",871008,68663,9.6,"BA",1320,47454,2001-05-01,"RSK","DKM",2001,"CWHws","CWH","ws"
"2802",355460,81818,20.2,"BL",450,NA,2000-07-05,"RSK","DSS",2000,"SBSmc","SBS","mc"
"2803",737130,81994,3.2,"BA",1185,40449,2000-05-01,"RSK","DKM",2000,"CWHvm","CWH","vm"
"2804",2032733,106201,9.1,"BA",3855,43076,2007-05-30,"RSK","DKM",2007,"CWHws","CWH","ws"
"2805",-223060015,-223060000,8,"BA",3710,NA,1993-09-19,"RSK","DKM",1993,"CWHws1","CWH","ws"
"2806",683803,16866,5,"BA",2230,36022,1999-06-01,"RSK","DKM",1999,"CWHws","CWH","ws"
